measures,,ID,countx,Repeats or deletes,Data Name,Target No.,Group Traits,L*(D65),a*(D65),b*(D65),dL*(D65),da*(D65),db*(D65),dE*ab(D65),Judgement,360nm,370nm,380nm,390nm,400nm,410nm,420nm,430nm,440nm,450nm,460nm,470nm,480nm,490nm,500nm,510nm,520nm,530nm,540nm,550nm,560nm,570nm,580nm,590nm,600nm,610nm,620nm,630nm,640nm,650nm,660nm,670nm,680nm,690nm,700nm,710nm,720nm,730nm,740nm,ID,count,Idx,countx
30,Palm,275,18,,275_#0018,------,SCE,63.4,8.16,11.46,------,------,------,------,------,18.91,18.91,18.91,18.91,18.91,17.28,16.72,17.71,20.63,24.98,28.09,29.91,30.97,31.81,32.68,33.02,31.68,28.95,26.82,27.18,28.03,26.75,27.17,33.75,41.37,45.66,48.47,49.88,50.85,51.45,51.79,52.15,52.36,52.56,52.47,52.47,52.47,52.47,52.47,275,18,275,18
30,Forearm_inner,275,19,,275_#0019,------,SCE,63.68,7.89,15.12,------,------,------,------,------,15.49,15.49,15.49,15.49,15.49,15.27,15.15,15.59,17.78,22.47,26.75,29,30.12,30.92,31.48,31.58,31.01,29.68,28.07,27.55,28.06,28.57,30.1,34.83,41.27,45.89,48.75,50.2,51.22,51.91,52.44,53.2,53.88,54.57,54.99,54.99,54.99,54.99,54.99,275,19,275,19
30,Tricep,275,20,,275_#0020,------,SCE,66.71,7.04,16.1,------,------,------,------,------,17.42,17.42,17.42,17.42,17.42,17.5,17.58,18.38,20.95,25.24,28.73,30.66,32.01,33.12,34.22,34.92,34.68,33.39,32.18,32.21,32.92,32.94,34.26,39.75,46.01,49.95,51.94,52.95,53.62,54.15,54.53,54.97,55.36,55.76,55.9,55.9,55.9,55.9,55.9,275,20,275,20
30,Shoulder,275,21,,275_#0021,------,SCE,65,8.73,17.23,------,------,------,------,------,15.57,15.57,15.57,15.57,15.57,15.86,16.08,16.91,19.12,22.74,25.74,27.64,29.06,30.3,31.56,32.41,32.14,30.77,29.53,29.85,30.8,30.58,31.81,37.91,44.76,48.66,51.1,52.38,53.27,53.92,54.36,54.93,55.44,55.85,56.02,56.02,56.02,56.02,56.02,275,21,275,21
30,Cheek_L,275,22,,275_#0022,------,SCE,58.39,16.79,15.07,------,------,------,------,------,15.22,15.22,15.22,15.22,15.22,14.43,13.97,14.43,15.93,17.9,19.6,20.92,21.82,22.89,24.04,24.66,23.71,21.77,20.52,20.77,21.43,20.86,21.66,29.07,38.86,45.51,49.45,51.54,52.94,53.94,54.64,55.6,56.5,57.33,57.86,57.86,57.86,57.86,57.86,275,22,275,22
30,Cheek_R,275,23,,275_#0023,------,SCE,57.07,18.38,13.64,------,------,------,------,------,15.09,15.09,15.09,15.09,15.09,14.6,14.33,14.77,16.06,17.63,18.9,19.87,20.67,21.46,22.4,22.94,22.04,20.36,19.16,19.46,20.14,19.54,19.99,26.88,37.19,44.12,48.68,51.05,52.68,53.8,54.59,55.46,56.24,56.95,57.34,57.34,57.34,57.34,57.34,275,23,275,23
30,Forehead,275,24,,275_#0024,------,SCE,62.03,13.69,16.44,------,------,------,------,------,16.74,16.74,16.74,16.74,16.74,15.83,15.32,15.91,17.86,20.38,22.49,24.03,25.12,26.37,27.9,28.87,28.1,26.13,24.78,25.12,25.97,25.41,26.47,34.2,43.1,48.62,52.01,53.75,54.95,55.8,56.4,57.18,57.96,58.67,59.1,59.1,59.1,59.1,59.1,275,24,275,24
30,Palm,275,25,,275_#0025,------,SCE,64.73,7.64,10.81,------,------,------,------,------,20.96,20.96,20.96,20.96,20.96,19.14,18.52,19.62,22.77,26.97,29.76,31.39,32.29,33.1,33.97,34.43,33.25,30.83,28.9,29.21,29.93,28.7,29.02,35.12,42.41,46.66,49.54,51.08,52.14,52.81,53.16,53.53,53.79,53.97,53.85,53.85,53.85,53.85,53.85,275,25,275,25
30,Forearm_inner,275,26,,275_#0026,------,SCE,63.91,7.85,15.43,------,------,------,------,------,15.37,15.37,15.37,15.37,15.37,15.24,15.21,15.79,18.11,22.62,26.65,28.77,29.93,30.83,31.51,31.73,31.23,29.92,28.45,28.06,28.58,28.98,30.45,35.25,41.58,46.22,48.94,50.36,51.36,52.07,52.65,53.39,54.08,54.73,55.15,55.15,55.15,55.15,55.15,275,26,275,26
30,Tricep,275,27,,275_#0027,------,SCE,66.95,6.33,16.5,------,------,------,------,------,17.28,17.28,17.28,17.28,17.28,17.4,17.52,18.34,20.93,25.28,28.78,30.71,31.99,33.15,34.28,35.03,34.94,33.99,32.95,32.9,33.52,33.79,35.2,39.99,45.61,49.37,51.38,52.45,53.17,53.77,54.12,54.64,55.09,55.5,55.7,55.7,55.7,55.7,55.7,275,27,275,27
30,Shoulder,275,28,,275_#0028,------,SCE,65.04,8.71,17.23,------,------,------,------,------,15.66,15.66,15.66,15.66,15.66,15.98,16.22,17.05,19.26,22.8,25.7,27.58,28.98,30.22,31.49,32.38,32.16,30.85,29.65,29.99,30.91,30.76,31.96,37.97,44.75,48.63,51.04,52.29,53.18,53.86,54.3,54.86,55.37,55.77,55.96,55.96,55.96,55.96,55.96,275,28,275,28
30,Cheek_L,275,29,,275_#0029,------,SCE,58.16,17.19,14.17,------,------,------,------,------,15.77,15.77,15.77,15.77,15.77,15.05,14.63,15.06,16.44,18.22,19.68,20.8,21.63,22.55,23.61,24.21,23.34,21.56,20.4,20.65,21.28,20.71,21.36,28.5,38.38,45.12,49.24,51.36,52.81,53.83,54.55,55.39,56.26,56.99,57.43,57.43,57.43,57.43,57.43,275,29,275,29
30,Cheek_R,275,30,,275_#0030,------,SCE,56.62,18.89,13.3,------,------,------,------,------,15,15,15,15,15,14.58,14.33,14.76,15.94,17.43,18.59,19.54,20.3,21.07,21.95,22.43,21.55,19.86,18.66,19.01,19.65,18.98,19.32,26.23,36.77,43.9,48.5,50.86,52.47,53.61,54.4,55.25,55.99,56.66,57.04,57.04,57.04,57.04,57.04,275,30,275,30
30,Forehead,275,31,,275_#0031,------,SCE,60.98,14.64,15.96,------,------,------,------,------,16.33,16.33,16.33,16.33,16.33,15.48,15,15.57,17.37,19.68,21.65,23.12,24.15,25.32,26.72,27.58,26.81,24.84,23.47,23.84,24.69,24,24.9,32.6,41.89,47.75,51.35,53.21,54.52,55.41,56.03,56.82,57.58,58.23,58.62,58.62,58.62,58.62,58.62,275,31,275,31
30,Palm,297,2,,297_#0002,------,SCE,61,9.52,13.02,------,------,------,------,------,16.78,16.78,16.78,16.78,16.78,15.46,14.82,15.1,16.89,20.89,24.78,26.99,28.06,28.8,29.42,29.52,28.41,26.23,24.3,23.94,24.36,24.02,25.2,30.96,38.42,43.81,46.84,48.28,49.16,49.77,50.15,50.72,51.44,52.14,52.48,52.48,52.48,52.48,52.48,297,2,297,2
30,Forearm_inner,297,3,,297_#0003,------,SCE,71.58,4.24,13.54,------,------,------,------,------,26.15,26.15,26.15,26.15,26.15,24.59,23.59,24.1,27.46,33.01,36.69,38.44,39.37,40.36,41.45,42.09,42,41.06,39.85,39.55,40.03,40.31,41.62,46.03,51.08,54.11,56.02,56.89,57.45,57.77,58.01,58.37,58.77,59.11,59.22,59.22,59.22,59.22,59.22,297,3,297,3
30,Tricep,297,4,,297_#0004,------,SCE,72.15,5.28,15.7,------,------,------,------,------,25.93,25.93,25.93,25.93,25.93,24.04,22.94,23.43,26.68,31.96,35.57,37.45,38.63,39.99,41.52,42.51,42.44,41.42,40.4,40.29,40.77,40.86,42.33,47.68,53.55,57.19,58.96,59.76,60.26,60.61,60.82,61.11,61.37,61.56,61.51,61.51,61.51,61.51,61.51,297,4,297,4
30,Shoulder,297,5,,297_#0005,------,SCE,72.07,8.33,14.99,------,------,------,------,------,27.04,27.04,27.04,27.04,27.04,25.19,24.15,24.87,28.06,32.34,35.18,36.93,38.24,39.71,41.29,42.36,41.85,40.02,38.65,39.17,40.13,39.35,40.46,48.31,56.47,60.61,62.68,63.63,64.2,64.55,64.7,64.92,65.07,65.15,64.98,64.98,64.98,64.98,64.98,297,5,297,5
30,Cheek_L,297,6,,297_#0006,------,SCE,65.43,13.48,14.2,------,------,------,------,------,22.74,22.74,22.74,22.74,22.74,21.01,19.99,20.62,22.88,25.2,26.82,28.03,28.98,30.24,31.72,32.69,32,30.1,28.86,29.39,30.24,29.28,30.01,38.26,47.93,53.64,56.9,58.61,59.74,60.53,61.08,61.62,62.14,62.57,62.74,62.74,62.74,62.74,62.74,297,6,297,6
30,Cheek_R,297,7,,297_#0007,------,SCE,65.62,12.83,14.67,------,------,------,------,------,22.51,22.51,22.51,22.51,22.51,20.82,19.75,20.31,22.62,25.12,26.89,28.12,29.07,30.32,31.8,32.8,32.24,30.55,29.46,29.87,30.61,29.89,30.8,38.56,47.66,53.31,56.51,58.13,59.21,60,60.47,61.05,61.58,62.01,62.21,62.21,62.21,62.21,62.21,297,7,297,7
30,Forehead,297,9,,297_#0009,------,SCE,67.63,9.29,16.01,------,------,------,------,------,22.39,22.39,22.39,22.39,22.39,20.64,19.59,20.33,23.19,26.53,28.85,30.3,31.33,32.73,34.43,35.52,35.27,34.01,33.08,33.32,34.06,33.84,35.05,41.55,48.57,52.9,55.64,57.1,58.07,58.82,59.28,59.88,60.52,61.06,61.37,61.37,61.37,61.37,61.37,297,9,297,9
30,Palm,297,10,,297_#0010,------,SCE,62.26,8.4,13.27,------,------,------,------,------,17.49,17.49,17.49,17.49,17.49,16.1,15.42,15.69,17.73,22.09,26.07,28.25,29.3,30.14,30.88,31.12,30.05,27.89,25.91,25.6,26.06,25.68,26.82,32.65,39.83,44.61,47.46,48.81,49.67,50.3,50.65,51.2,51.89,52.66,53.09,53.09,53.09,53.09,53.09,297,10,297,10
30,Forearm_inner,297,11,,297_#0011,------,SCE,71.39,5.02,14.44,------,------,------,------,------,25.08,25.08,25.08,25.08,25.08,23.54,22.63,23.23,26.63,32.07,35.78,37.6,38.63,39.75,40.95,41.71,41.54,40.41,39.11,39.06,39.68,39.71,41.06,46.19,51.81,54.96,56.98,57.89,58.53,58.89,59.14,59.5,59.88,60.21,60.29,60.29,60.29,60.29,60.29,297,11,297,11
30,Tricep,297,12,,297_#0012,------,SCE,72.35,5.35,14.98,------,------,------,------,------,26.66,26.66,26.66,26.66,26.66,24.71,23.63,24.24,27.58,32.77,36.25,38.14,39.3,40.65,42.14,43.12,42.9,41.61,40.44,40.49,41.06,40.85,42.18,47.96,54.05,57.62,59.32,60.07,60.54,60.81,60.99,61.25,61.44,61.59,61.54,61.54,61.54,61.54,61.54,297,12,297,12
30,Shoulder,297,13,,297_#0013,------,SCE,70.76,8.99,14.76,------,------,------,------,------,25.44,25.44,25.44,25.44,25.44,23.64,22.62,23.25,26.34,30.83,33.98,35.83,37.21,38.59,40.07,40.94,40.17,38.01,36.25,36.63,37.62,36.81,37.89,45.79,54.54,59.18,61.77,62.97,63.72,64.18,64.4,64.7,64.94,65.08,64.98,64.98,64.98,64.98,64.98,297,13,297,13
30,Cheek_L,297,14,,297_#0014,------,SCE,64.78,13.29,14.12,------,------,------,------,------,22.15,22.15,22.15,22.15,22.15,20.38,19.4,20.06,22.32,24.6,26.2,27.39,28.33,29.57,31.03,31.98,31.32,29.46,28.22,28.71,29.52,28.58,29.24,37.1,46.54,52.32,55.65,57.36,58.56,59.38,59.93,60.5,61,61.44,61.64,61.64,61.64,61.64,61.64,297,14,297,14
30,Cheek_R,297,15,,297_#0015,------,SCE,66.01,12.34,14.89,------,------,------,------,------,22.52,22.52,22.52,22.52,22.52,20.73,19.7,20.43,22.92,25.46,27.21,28.45,29.42,30.7,32.29,33.35,32.82,31.14,30.01,30.5,31.3,30.49,31.35,39.14,48.19,53.56,56.59,58.16,59.15,59.83,60.33,60.8,61.29,61.62,61.73,61.73,61.73,61.73,61.73,297,15,297,15
30,Forehead,297,17,,297_#0017,------,SCE,67.42,9.87,15.65,------,------,------,------,------,22.79,22.79,22.79,22.79,22.79,20.97,19.92,20.7,23.55,26.53,28.59,29.96,31.02,32.41,34.11,35.28,34.97,33.56,32.6,33.01,33.8,33.32,34.33,41.23,48.64,53.15,55.91,57.42,58.42,59.16,59.62,60.19,60.7,61.17,61.35,61.35,61.35,61.35,61.35,297,17,297,17
30,Palm,297,18,,297_#0018,------,SCE,60.52,9.62,12.93,------,------,------,------,------,16.47,16.47,16.47,16.47,16.47,15.25,14.69,14.97,16.75,20.55,24.12,26.23,27.42,28.29,29.08,29.33,28.06,25.54,23.51,23.47,24.02,23.26,24.2,30.67,38.36,43.25,46.08,47.39,48.29,48.92,49.37,49.9,50.6,51.31,51.68,51.68,51.68,51.68,51.68,297,18,297,18
30,Forearm_inner,297,19,,297_#0019,------,SCE,69.51,5.28,14.05,------,------,------,------,------,23.05,23.05,23.05,23.05,23.05,21.54,20.6,20.99,24.04,29.85,34.23,36.26,37.3,38.28,39.22,39.63,39.15,37.76,36.15,35.67,36.14,36.45,37.9,42.81,48.75,52.49,54.8,55.82,56.56,56.97,57.27,57.71,58.17,58.61,58.79,58.79,58.79,58.79,58.79,297,19,297,19
30,Tricep,297,20,,297_#0020,------,SCE,72.24,5.43,14.89,------,------,------,------,------,26.51,26.51,26.51,26.51,26.51,24.52,23.49,24.14,27.5,32.67,36.21,38.1,39.3,40.61,42.08,43.04,42.8,41.4,40.14,40.22,40.85,40.52,41.84,47.8,53.99,57.59,59.26,59.98,60.43,60.72,60.88,61.1,61.31,61.46,61.38,61.38,61.38,61.38,61.38,297,20,297,20
30,Shoulder,297,21,,297_#0021,------,SCE,72.33,7.75,15.38,------,------,------,------,------,26.49,26.49,26.49,26.49,26.49,24.64,23.62,24.35,27.72,32.4,35.53,37.4,38.79,40.31,41.98,43.06,42.51,40.6,39.04,39.5,40.47,39.75,40.87,48.49,56.5,60.59,62.82,63.83,64.5,64.87,65.06,65.33,65.49,65.63,65.46,65.46,65.46,65.46,65.46,297,21,297,21
30,Cheek_L,297,22,,297_#0022,------,SCE,65.82,12.5,14.14,------,------,------,------,------,23.15,23.15,23.15,23.15,23.15,21.43,20.39,21.04,23.34,25.67,27.3,28.43,29.36,30.61,32.13,33.12,32.62,30.9,29.79,30.27,31.06,30.23,31,38.71,47.66,53.1,56.22,57.81,58.94,59.73,60.22,60.8,61.3,61.73,61.9,61.9,61.9,61.9,61.9,297,22,297,22
30,Cheek_R,297,23,,297_#0023,------,SCE,65.15,13.08,14.53,------,------,------,------,------,22.03,22.03,22.03,22.03,22.03,20.33,19.37,20.03,22.39,24.74,26.43,27.61,28.56,29.82,31.3,32.3,31.68,29.91,28.76,29.26,30.05,29.17,29.96,37.88,47.15,52.83,56.01,57.61,58.71,59.46,59.97,60.52,60.99,61.4,61.55,61.55,61.55,61.55,61.55,297,23,297,23
30,Forehead,297,24,,297_#0024,------,SCE,67.24,10.99,15.6,------,------,------,------,------,22.57,22.57,22.57,22.57,22.57,20.79,19.74,20.51,23.29,26.3,28.48,29.93,30.96,32.36,33.96,35.02,34.58,32.97,31.9,32.3,33.08,32.5,33.5,40.83,49.03,54.29,57.36,58.99,60.09,60.88,61.37,61.93,62.44,62.91,63.07,63.07,63.07,63.07,63.07,297,24,297,24
30,Palm,297,25,,297_#0025,------,SCE,59.57,11.75,13.44,------,------,------,------,------,15.77,15.77,15.77,15.77,15.77,14.62,14.08,14.25,15.79,19.3,22.79,24.9,26.07,26.92,27.63,27.79,26.49,24.01,22.04,21.99,22.56,21.89,22.93,29.7,38.29,43.92,47.06,48.46,49.36,49.89,50.27,50.78,51.38,51.93,52.16,52.16,52.16,52.16,52.16,297,25,297,25
30,Forearm_inner,297,26,,297_#0026,------,SCE,70.72,5.13,13.72,------,------,------,------,------,24.74,24.74,24.74,24.74,24.74,22.92,21.79,22.12,25.36,31.52,36.16,38.3,39.31,40.32,41.21,41.58,40.97,39.46,37.77,37.22,37.61,37.84,39.28,44.46,50.66,54.73,56.92,57.93,58.51,58.87,59.1,59.46,59.84,60.2,60.24,60.24,60.24,60.24,60.24,297,26,297,26
30,Tricep,297,27,,297_#0027,------,SCE,73.04,4.78,15.69,------,------,------,------,------,27,27,27,27,27,25.06,24.03,24.79,28.26,33.2,36.39,38.11,39.28,40.73,42.41,43.6,43.71,42.83,41.97,42.17,42.8,42.65,43.94,49.36,54.79,57.85,59.31,60,60.41,60.74,60.86,61.14,61.29,61.43,61.36,61.36,61.36,61.36,61.36,297,27,297,27
30,Shoulder,297,28,,297_#0028,------,SCE,73.11,6.96,15.24,------,------,------,------,------,27.57,27.57,27.57,27.57,27.57,25.69,24.66,25.48,28.92,33.53,36.51,38.29,39.64,41.15,42.91,44.07,43.73,42.05,40.68,41.14,42.06,41.41,42.51,49.66,57.06,60.73,62.84,63.8,64.39,64.74,64.92,65.14,65.27,65.37,65.21,65.21,65.21,65.21,65.21,297,28,297,28
30,Cheek_L,297,29,,297_#0029,------,SCE,64.84,13.49,14.13,------,------,------,------,------,22.13,22.13,22.13,22.13,22.13,20.41,19.44,20.12,22.42,24.65,26.26,27.4,28.39,29.62,31.09,32.04,31.33,29.44,28.22,28.76,29.54,28.59,29.23,37.2,46.8,52.69,56,57.73,58.94,59.77,60.29,60.92,61.4,61.84,62.05,62.05,62.05,62.05,62.05,297,29,297,29
30,Cheek_R,297,30,,297_#0030,------,SCE,66.26,12.42,14.76,------,------,------,------,------,22.78,22.78,22.78,22.78,22.78,20.99,19.97,20.76,23.3,25.84,27.56,28.76,29.72,31.01,32.59,33.63,33.11,31.42,30.35,30.82,31.58,30.78,31.61,39.34,48.46,54.03,57.19,58.79,59.85,60.58,61.02,61.57,62.01,62.39,62.51,62.51,62.51,62.51,62.51,297,30,297,30
30,Forehead,297,31,,297_#0031,------,SCE,67.45,10.91,15.68,------,------,------,------,------,22.65,22.65,22.65,22.65,22.65,20.84,19.83,20.66,23.49,26.5,28.66,30.09,31.15,32.57,34.22,35.32,34.86,33.25,32.15,32.59,33.44,32.81,33.81,41.23,49.42,54.54,57.62,59.25,60.31,61.06,61.58,62.16,62.66,63.1,63.27,63.27,63.27,63.27,63.27,297,31,297,31
30,Palm,305,2,,305_#0002,------,SCE,64.36,6.01,15.04,------,------,------,------,------,18.84,18.84,18.84,18.84,18.84,17.46,16.74,17.11,19.3,23.41,26.64,28.58,29.65,30.55,31.89,33.06,32.91,31.36,29.66,29.45,29.98,29.6,30.57,35.62,41.53,45.23,47.48,48.57,49.21,49.56,49.75,50.02,50.37,50.71,50.78,50.78,50.78,50.78,50.78,305,2,305,2
30,Forearm_inner,305,3,,305_#0003,------,SCE,67.48,5.97,17.97,------,------,------,------,------,17.96,17.96,17.96,17.96,17.96,17.5,17.16,17.68,20.25,24.95,28.58,30.54,31.81,32.91,34.21,35.3,35.67,35.11,34.09,33.74,34.28,34.96,36.61,40.77,45.96,49.66,52.05,53.32,54.25,54.9,55.45,56.13,56.84,57.52,57.95,57.95,57.95,57.95,57.95,305,3,305,3
30,Tricep,305,4,,305_#0004,------,SCE,68.34,6.49,19.94,------,------,------,------,------,18.59,18.59,18.59,18.59,18.59,18.33,18.22,18.96,21.3,24.65,27.1,28.73,30.12,31.55,33.31,34.96,35.88,35.87,35.67,36.05,36.85,37.4,38.93,43.22,47.89,51.02,52.86,54,54.8,55.54,56.06,56.69,57.26,57.71,58.02,58.02,58.02,58.02,58.02,305,4,305,4
30,Shoulder,305,5,,305_#0005,------,SCE,67.04,8.76,19.01,------,------,------,------,------,18.25,18.25,18.25,18.25,18.25,17.91,17.77,18.55,20.84,23.9,26.11,27.66,29.04,30.44,32.09,33.6,34.06,33.43,32.85,33.37,34.34,34.39,35.69,41.37,47.59,51.33,53.67,55.04,56.07,56.86,57.43,58.02,58.6,59.08,59.32,59.32,59.32,59.32,59.32,305,5,305,5
30,Cheek_L,305,6,,305_#0006,------,SCE,63.24,14.19,14.45,------,------,------,------,------,18.59,18.59,18.59,18.59,18.59,18.36,18.16,18.87,20.75,22.78,24.3,25.51,26.54,27.62,28.89,29.95,29.41,27.51,26.18,26.76,27.7,26.68,27.27,35.06,44.65,50.54,53.96,55.92,57.31,58.33,58.98,59.66,60.24,60.74,60.97,60.97,60.97,60.97,60.97,305,6,305,6
30,Cheek_R,305,7,,305_#0007,------,SCE,64.66,13,15.64,------,------,------,------,------,18.87,18.87,18.87,18.87,18.87,18.65,18.42,19.18,21.27,23.49,25.17,26.47,27.61,28.77,30.27,31.52,31.2,29.37,28.09,28.8,29.8,28.78,29.54,37.53,46.69,51.95,54.93,56.64,57.87,58.77,59.39,60.05,60.65,61.12,61.36,61.36,61.36,61.36,61.36,305,7,305,7
30,Forehead,305,8,,305_#0008,------,SCE,64.28,10.72,18.65,------,------,------,------,------,16.26,16.26,16.26,16.26,16.26,16.04,15.88,16.8,19.11,21.54,23.26,24.6,25.72,26.98,28.73,30.29,30.59,29.71,29.06,29.48,30.31,30.2,31.34,37.3,43.93,48.3,51.51,53.44,54.85,55.9,56.6,57.36,58.14,58.86,59.34,59.34,59.34,59.34,59.34,305,8,305,8
30,Palm,305,9,,305_#0009,------,SCE,63.44,6.41,14.79,------,------,------,------,------,18.55,18.55,18.55,18.55,18.55,17.23,16.5,16.74,18.72,22.61,25.7,27.52,28.54,29.41,30.69,31.81,31.68,30.21,28.6,28.36,28.85,28.52,29.43,34.33,40.29,44.07,46.42,47.52,48.19,48.52,48.7,49.01,49.39,49.76,49.89,49.89,49.89,49.89,49.89,305,9,305,9
30,Forearm_inner,305,10,,305_#0010,------,SCE,67.7,6.25,18.75,------,------,------,------,------,17.89,17.89,17.89,17.89,17.89,17.37,17.03,17.61,20.19,24.73,28.16,30.1,31.39,32.57,34.01,35.28,35.79,35.3,34.33,34.13,34.76,35.45,37.07,41.37,46.65,50.27,52.66,53.95,54.91,55.57,56.09,56.74,57.4,57.99,58.36,58.36,58.36,58.36,58.36,305,10,305,10
30,Tricep,305,12,,305_#0012,------,SCE,67.54,7.24,20.04,------,------,------,------,------,17.69,17.69,17.69,17.69,17.69,17.43,17.37,18.11,20.37,23.74,26.25,27.89,29.33,30.74,32.45,34.07,34.84,34.58,34.2,34.56,35.39,35.85,37.35,42.08,47.28,50.76,52.69,53.87,54.77,55.5,56.06,56.72,57.3,57.82,58.15,58.15,58.15,58.15,58.15,305,12,305,12
30,Shoulder,305,13,,305_#0013,------,SCE,66.42,9.64,18.24,------,------,------,------,------,18.27,18.27,18.27,18.27,18.27,17.88,17.71,18.44,20.65,23.66,25.92,27.54,28.89,30.23,31.78,33.14,33.36,32.36,31.59,32.08,33.03,32.87,34.07,40.27,47.18,51.49,53.96,55.37,56.41,57.2,57.79,58.45,59.01,59.53,59.79,59.79,59.79,59.79,59.79,305,13,305,13
30,Cheek_L,305,14,,305_#0014,------,SCE,62.43,15.01,14.57,------,------,------,------,------,17.81,17.81,17.81,17.81,17.81,17.61,17.45,18.19,20.08,21.92,23.35,24.55,25.58,26.69,27.99,29.01,28.36,26.37,25.11,25.68,26.53,25.48,25.97,33.87,43.93,50.21,53.72,55.75,57.19,58.24,58.91,59.53,60.06,60.53,60.72,60.72,60.72,60.72,60.72,305,14,305,14
30,Cheek_R,305,15,,305_#0015,------,SCE,63.74,14.3,14.71,------,------,------,------,------,18.82,18.82,18.82,18.82,18.82,18.55,18.3,19.02,21,23.12,24.72,25.97,27.05,28.18,29.55,30.63,30,27.97,26.61,27.22,28.13,27.06,27.67,35.85,45.8,51.79,55.12,57.04,58.33,59.33,59.99,60.63,61.23,61.76,61.98,61.98,61.98,61.98,61.98,305,15,305,15
30,Forehead,305,16,,305_#0016,------,SCE,64.54,10.64,18.54,------,------,------,------,------,16.76,16.76,16.76,16.76,16.76,16.46,16.22,17.1,19.41,21.83,23.56,24.9,26.01,27.31,29.07,30.61,30.92,30.04,29.4,29.82,30.66,30.53,31.62,37.65,44.33,48.75,51.87,53.73,55.07,56.07,56.8,57.56,58.28,58.95,59.39,59.39,59.39,59.39,59.39,305,16,305,16
30,Palm,305,17,,305_#0017,------,SCE,62.53,7.33,15.34,------,------,------,------,------,17.2,17.2,17.2,17.2,17.2,15.92,15.27,15.6,17.52,21.3,24.49,26.47,27.59,28.49,29.71,30.79,30.5,28.75,27.07,26.94,27.46,27,27.98,33.45,39.84,44.01,46.3,47.43,48.09,48.49,48.67,49,49.44,49.84,50.04,50.04,50.04,50.04,50.04,305,17,305,17
30,Forearm_inner,305,18,,305_#0018,------,SCE,66.94,6.32,17.15,------,------,------,------,------,18.27,18.27,18.27,18.27,18.27,17.74,17.42,17.97,20.44,24.87,28.31,30.21,31.43,32.52,33.77,34.82,35.1,34.33,33.12,32.91,33.54,34,35.42,39.82,45.29,49.02,51.48,52.81,53.72,54.41,54.92,55.58,56.26,56.89,57.3,57.3,57.3,57.3,57.3,305,18,305,18
30,Tricep,305,19,,305_#0019,------,SCE,68.14,6.44,18.47,------,------,------,------,------,19.23,19.23,19.23,19.23,19.23,18.74,18.51,19.26,21.75,25.39,28,29.67,31.07,32.44,34.06,35.56,36.14,35.58,34.96,35.34,36.18,36.26,37.6,42.5,47.69,50.97,52.8,53.86,54.63,55.28,55.76,56.32,56.8,57.23,57.51,57.51,57.51,57.51,57.51,305,19,305,19
30,Shoulder,305,20,,305_#0020,------,SCE,66.72,9.39,17.82,------,------,------,------,------,18.83,18.83,18.83,18.83,18.83,18.51,18.36,19.13,21.36,24.28,26.41,27.92,29.24,30.57,32.1,33.49,33.75,32.84,32.1,32.67,33.65,33.44,34.53,40.65,47.45,51.46,53.91,55.31,56.35,57.14,57.71,58.32,58.84,59.32,59.58,59.58,59.58,59.58,59.58,305,20,305,20
30,Cheek_L,305,21,,305_#0021,------,SCE,62.49,14.31,14.63,------,------,------,------,------,17.86,17.86,17.86,17.86,17.86,17.67,17.49,18.23,20.1,21.95,23.38,24.56,25.58,26.67,28,29.05,28.52,26.67,25.41,25.99,26.85,25.91,26.45,34.06,43.57,49.44,52.82,54.77,56.17,57.21,57.88,58.53,59.06,59.54,59.76,59.76,59.76,59.76,59.76,305,21,305,21
30,Cheek_R,305,22,,305_#0022,------,SCE,64.15,14.08,15.44,------,------,------,------,------,18.59,18.59,18.59,18.59,18.59,18.35,18.15,18.93,20.96,23.08,24.7,26,27.16,28.35,29.78,30.98,30.49,28.45,27.09,27.82,28.83,27.68,28.31,36.68,46.56,52.36,55.6,57.42,58.7,59.67,60.35,60.99,61.53,62.05,62.26,62.26,62.26,62.26,62.26,305,22,305,22
30,Forehead,305,24,,305_#0024,------,SCE,64.65,10.59,18.29,------,------,------,------,------,16.93,16.93,16.93,16.93,16.93,16.67,16.47,17.37,19.68,22.03,23.8,25.13,26.24,27.53,29.26,30.8,31.09,30.17,29.55,29.99,30.76,30.62,31.72,37.69,44.35,48.89,51.97,53.82,55.18,56.22,56.91,57.69,58.43,59.14,59.58,59.58,59.58,59.58,59.58,305,24,305,24
30,Palm,305,25,,305_#0025,------,SCE,62.97,7.66,16.11,------,------,------,------,------,16.91,16.91,16.91,16.91,16.91,15.66,15.1,15.57,17.68,21.4,24.38,26.35,27.53,28.54,29.95,31.22,30.96,29.09,27.34,27.46,28.17,27.46,28.35,34.33,41.05,45.07,47.42,48.5,49.18,49.54,49.74,50.01,50.37,50.72,50.87,50.87,50.87,50.87,50.87,305,25,305,25
30,Forearm_inner,305,26,,305_#0026,------,SCE,67.03,6.13,17.21,------,------,------,------,------,18.33,18.33,18.33,18.33,18.33,17.72,17.3,17.75,20.17,24.86,28.62,30.59,31.79,32.85,34.05,35.02,35.25,34.54,33.33,32.91,33.45,34.12,35.64,39.79,45.17,49.03,51.64,52.98,53.97,54.62,55.18,55.88,56.59,57.23,57.65,57.65,57.65,57.65,57.65,305,26,305,26
